timestep,time,golf_0,sprinter_0
633,2018-01-07 14:15:00,0.8,0.8
634,2018-01-07 14:30:00,0.8,0.8
635,2018-01-07 14:45:00,0.8,0.8
636,2018-01-07 15:00:00,0.8,0.8
637,2018-01-07 15:15:00,0.8,0.8
638,2018-01-07 15:30:00,0.8,0.8
639,2018-01-07 15:45:00,0.8,0.8
640,2018-01-07 16:00:00,0.8,0.8
641,2018-01-07 16:15:00,0.8,0.8
642,2018-01-07 16:30:00,0.8,0.8
643,2018-01-07 16:45:00,0.8,0.8
644,2018-01-07 17:00:00,0.8,0.8
645,2018-01-07 17:15:00,0.8,0.8
646,2018-01-07 17:30:00,0.8,0.8
647,2018-01-07 17:45:00,0.8,0.8
648,2018-01-07 18:00:00,0.8,0.8
649,2018-01-07 18:15:00,0.8,0.8
650,2018-01-07 18:30:00,0.8,0.8
651,2018-01-07 18:45:00,0.8,0.8
652,2018-01-07 19:00:00,0.8,0.8
653,2018-01-07 19:15:00,0.8,0.8
654,2018-01-07 19:30:00,0.8,0.8
655,2018-01-07 19:45:00,0.8,0.8
656,2018-01-07 20:00:00,0.8,0.8
657,2018-01-07 20:15:00,0.8,0.8
658,2018-01-07 20:30:00,0.8,0.8
659,2018-01-07 20:45:00,0.8,0.8
660,2018-01-07 21:00:00,0.8,0.8
661,2018-01-07 21:15:00,0.8,0.8
662,2018-01-07 21:30:00,0.8,0.8
663,2018-01-07 21:45:00,0.8,0.8
664,2018-01-07 22:00:00,0.8,0.8
665,2018-01-07 22:15:00,0.8,0.8
666,2018-01-07 22:30:00,0.8,0.8
667,2018-01-07 22:45:00,0.8,0.8
668,2018-01-07 23:00:00,0.8,0.8
669,2018-01-07 23:15:00,0.8,0.8
670,2018-01-07 23:30:00,0.8,0.8
671,2018-01-07 23:45:00,0.8,0.8
